product,company_product_id,store_id,is_onsale,regular_price_ea,current_price_ea,edited_at,product_id,company_id
Cauliflower,43117493,1499,0,0,5.99,2021-06-03,55919957,5
Cauliflower,43117493,1499,0,0,5.99,2021-05-13,55919957,5
Cauliflower,43117493,1499,0,0,4.99,2021-05-20,55919957,5
Cauliflower,43117493,1499,0,0,4.99,2021-06-12,55919957,5
Cauliflower,43117493,1499,0,0,4.99,2021-05-27,55919957,5
Cauliflower,43117493,1499,0,0,4.99,2021-08-19,55919957,5
Cauliflower,43117493,1499,0,0,5.99,2021-07-01,55919957,5
Cauliflower,43117493,1499,0,0,4.99,2021-08-26,55919957,5
Cauliflower,43117493,1499,0,0,4.99,2021-09-02,55919957,5
Cauliflower,43117493,1499,0,0,4.99,2021-09-09,55919957,5
Cauliflower,43117493,1499,0,0,4.99,2021-09-22,55919957,5
Cauliflower,43117493,1499,1,4,4.49,2021-06-17,55919957,5
Cauliflower,43117493,1499,0,0,5.99,2021-06-24,55919957,5
Cauliflower,43117493,1499,0,0,4.99,2021-09-23,55919957,5
Cauliflower,43117493,1499,1,4,2.99,2021-09-30,55919957,5
Cauliflower,43117493,1499,0,0,4.99,2021-10-09,55919957,5
Cauliflower,43117493,1499,0,0,4.99,2021-10-14,55919957,5
Cauliflower,43117493,1499,0,0,4.99,2021-10-21,55919957,5
Cauliflower,43117493,1499,0,0,5.49,2021-11-11,55919957,5
Cauliflower,43117493,1499,0,0,5.99,2021-07-15,55919957,5
Cauliflower,43117493,1499,0,0,5.99,2021-07-22,55919957,5
Cauliflower,43117493,1499,0,0,5.99,2021-07-29,55919957,5
Cauliflower,43117493,1499,1,4,3.49,2021-08-05,55919957,5
Grape tomatoes,42304492,1499,0,0,8.99,2021-11-25,55106956,5
Grape tomatoes,42304492,1499,0,0,8.99,2021-12-02,55106956,5
Grape tomatoes,42304492,1499,1,6,5.99,2021-12-30,55106956,5
Grape tomatoes,42304492,1499,0,0,6.99,2021-08-12,55106956,5
Grape tomatoes,42304492,1499,0,0,7.99,2020-11-12,55106956,5
Grape tomatoes,42304492,1499,0,0,7.99,2020-11-19,55106956,5
Grape tomatoes,42304492,1499,0,0,7.99,2020-11-26,55106956,5
Grape tomatoes,42304492,1499,0,0,7.99,2020-12-03,55106956,5
Grape tomatoes,42304492,1499,0,0,7.99,2020-12-10,55106956,5
Grape tomatoes,42304492,1499,0,0,7.99,2020-12-24,55106956,5
Grape tomatoes,42304492,1499,0,0,7.99,2020-12-31,55106956,5
Grape tomatoes,42304492,1499,0,0,7.99,2020-12-31,55106956,5
Grape tomatoes,42304492,1499,0,0,7.99,2021-01-10,55106956,5
Grape tomatoes,42304492,1499,1,6,5.99,2021-01-17,55106956,5
Grape tomatoes,42304492,1499,0,0,7.99,2021-01-21,55106956,5
Grape tomatoes,42304492,1499,0,0,7.99,2021-02-04,55106956,5
Grape tomatoes,42304492,1499,1,6,5.99,2021-02-11,55106956,5
Grape tomatoes,42304492,1499,0,0,5.99,2021-02-18,55106956,5
Grape tomatoes,42304492,1499,0,0,5.99,2021-02-25,55106956,5
Grape tomatoes,42304492,1499,0,0,5.99,2021-03-04,55106956,5
Grape tomatoes,42304492,1499,0,0,5.99,2021-03-11,55106956,5
Grape tomatoes,42304492,1499,0,0,5.99,2021-04-01,55106956,5
Grape tomatoes,42304492,1499,0,0,6.99,2021-04-08,55106956,5
Grape tomatoes,42304492,1499,0,0,6.99,2021-04-22,55106956,5
Grape tomatoes,42304492,1499,1,0,5.99,2021-05-01,55106956,5
Grape tomatoes,42304492,1499,1,0,5.99,2021-05-06,55106956,5
Grape tomatoes,42304492,1499,0,0,6.99,2021-06-03,55106956,5
Grape tomatoes,42304492,1499,0,0,6.99,2021-06-12,55106956,5
Grape tomatoes,42304492,1499,0,0,6.99,2021-05-13,55106956,5
Grape tomatoes,42304492,1499,0,0,6.99,2021-05-20,55106956,5
Grape tomatoes,42304492,1499,0,0,6.99,2021-05-27,55106956,5
Grape tomatoes,42304492,1499,0,0,5.99,2021-08-19,55106956,5
Grape tomatoes,42304492,1499,0,0,5.99,2021-09-02,55106956,5
Grape tomatoes,42304492,1499,1,6,5.99,2021-09-09,55106956,5
Grape tomatoes,42304492,1499,1,6,5.99,2021-09-22,55106956,5
Grape tomatoes,42304492,1499,0,0,6.99,2021-06-17,55106956,5
Grape tomatoes,42304492,1499,0,0,6.99,2021-06-24,55106956,5
Grape tomatoes,42304492,1499,1,6,5.99,2021-09-23,55106956,5
Grape tomatoes,42304492,1499,1,6,5.99,2021-09-30,55106956,5
Grape tomatoes,42304492,1499,1,6,5.99,2021-10-09,55106956,5
Grape tomatoes,42304492,1499,1,6,5.99,2021-10-14,55106956,5
Grape tomatoes,42304492,1499,0,0,6.99,2021-10-21,55106956,5
Grape tomatoes,42304492,1499,0,0,6.99,2021-07-08,55106956,5
Grape tomatoes,42304492,1499,0,0,6.99,2021-07-15,55106956,5
Grape tomatoes,42304492,1499,0,0,6.99,2021-07-22,55106956,5
Grape tomatoes,42304492,1499,0,0,6.99,2021-07-29,55106956,5
Lettuce (leaf),42304987,1499,0,0,3.49,2021-11-25,55107451,5
Lettuce (leaf),42304987,1499,0,0,3.49,2021-12-02,55107451,5
Lettuce (leaf),42304987,1499,0,0,2.99,2021-12-30,55107451,5
Lettuce (leaf),42304987,1499,0,0,2.99,2021-11-18,55107451,5
Lettuce (leaf),42304987,1499,0,0,3.69,2020-11-12,55107451,5
Lettuce (leaf),42304987,1499,0,0,3.69,2020-11-19,55107451,5
Lettuce (leaf),42304987,1499,0,0,3.69,2020-11-26,55107451,5
Lettuce (leaf),42304987,1499,0,0,3.69,2020-12-03,55107451,5
Lettuce (leaf),42304987,1499,0,0,3.99,2020-12-24,55107451,5
Lettuce (leaf),42304987,1499,0,0,3.99,2020-12-31,55107451,5
Lettuce (leaf),42304987,1499,0,0,3.99,2020-12-31,55107451,5
Lettuce (leaf),42304987,1499,0,0,3.99,2021-01-10,55107451,5
Lettuce (leaf),42304987,1499,0,0,3.99,2021-02-18,55107451,5
Lettuce (leaf),42304987,1499,0,0,3.99,2021-02-25,55107451,5
Lettuce (leaf),42304987,1499,0,0,3.99,2021-03-04,55107451,5
Lettuce (leaf),42304987,1499,0,0,3.99,2021-03-11,55107451,5
Lettuce (leaf),42304987,1499,1,2,1.99,2021-08-19,55107451,5
Lettuce (leaf),42304987,1499,0,0,2.49,2021-07-01,55107451,5
Lettuce (leaf),42304987,1499,0,0,2.49,2021-08-26,55107451,5
Lettuce (leaf),42304987,1499,0,0,2.49,2021-09-02,55107451,5
Lettuce (leaf),42304987,1499,0,0,2.49,2021-09-09,55107451,5
Lettuce (leaf),42304987,1499,0,0,2.49,2021-09-22,55107451,5
Lettuce (leaf),42304987,1499,0,0,2.49,2021-06-24,55107451,5
Lettuce (leaf),42304987,1499,0,0,2.49,2021-09-23,55107451,5
Lettuce (leaf),42304987,1499,0,0,2.49,2021-09-30,55107451,5
Lettuce (leaf),42304987,1499,0,0,2.49,2021-10-09,55107451,5
Lettuce (leaf),42304987,1499,0,0,2.49,2021-10-14,55107451,5
Lettuce (leaf),42304987,1499,0,0,2.49,2021-07-08,55107451,5
Lettuce (leaf),42304987,1499,0,0,2.49,2021-07-15,55107451,5
Lettuce (leaf),42304987,1499,0,0,2.69,2021-11-11,55107451,5
Lettuce (leaf),42304987,1499,0,0,2.49,2021-07-22,55107451,5
Lettuce (leaf),42304987,1499,0,0,2.49,2021-07-29,55107451,5
Lettuce (leaf),42304987,1499,0,0,2.49,2021-08-05,55107451,5
Oranges - bagged or individual,42304585,1499,1,4,3.99,2021-11-25,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-12-02,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-12-30,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-11-18,55107049,5
Oranges - bagged or individual,42304585,1499,1,5,4.99,2020-11-12,55107049,5
Oranges - bagged or individual,42304585,1499,1,5,4.99,2020-11-19,55107049,5
Oranges - bagged or individual,42304585,1499,1,5,4.99,2020-11-26,55107049,5
Oranges - bagged or individual,42304585,1499,1,5,4.99,2020-12-03,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2020-12-10,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2020-12-24,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2020-12-24,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-01-10,55107049,5
Oranges - bagged or individual,42304585,1499,1,5,2.99,2021-01-15,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-01-21,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-02-04,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-02-11,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-02-18,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-02-25,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-03-04,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-03-11,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-03-18,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-03-25,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-04-01,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-04-08,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-04-15,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-04-22,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-05-01,55107049,5
Oranges - bagged or individual,42304585,1499,1,4,2.99,2021-05-06,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-05-13,55107049,5
Oranges - bagged or individual,42304585,1499,0,0,4.99,2021-11-11,55107049,5
